artist,publish_date,track
Madonna,1986-12-06,Open Your Heart
Boston,1986-12-06,We're Ready
Lionel Richie,1986-12-06,Ballerina Girl
Journey,1986-12-06,I'll Be Alright Without You
Paul Simon,1986-12-06,Graceland
Aretha Franklin,1986-12-06,Jimmy Lee
Jeff Lorber & Karyn White,1986-12-06,Facts Of Love
Pet Shop Boys,1986-12-06,Suburbia
Bon Jovi,1986-12-13,Livin' On A Prayer
John Parr,1986-12-13,Blame It On The Radio
Stacey Q,1986-12-13,We Connect
Secret Ties,1986-12-13,Dancin' In My Sleep
Bob Geldof,1986-12-13,This Is The World Calling
Bobby Brown,1986-12-20,Girlfriend
Linda Ronstadt & James Ingram,1986-12-20,"Somewhere Out There (From ""An American Tail"")"
Beastie Boys,1986-12-20,(You Gotta) Fight For Your Right (To Party!)
Ric Ocasek,1986-12-20,True To You
Bananarama,1986-12-27,A Trick Of The Night
Five Star,1986-12-27,If I Say Yes
'Til Tuesday,1987-01-10,Coming Up Close
Lone Justice,1987-01-10,Shelter
Huey Lewis & The News,1987-01-17,Jacob's Ladder
Bruce Hornsby & The Range,1987-01-17,Mandolin Rain
Janet Jackson,1987-01-17,Let's Wait Awhile
Shirley Murdock,1987-01-17,As We Lay
Lionel Richie,1987-01-17,Deep River Woman
Crowded House,1987-01-17,Don't Dream It's Over
Billy Idol,1987-01-24,Don't Need A Gun
Wang Chung,1987-01-24,Let's Go!
a-ha,1987-01-24,Cry Wolf
Europe,1987-01-24,The Final Countdown
Howard Jones,1987-01-24,All I Want
Peter Cetera,1987-01-24,Big Mistake
David & David,1987-01-24,Ain't So Easy
Ron And The D.C. Crew,1987-01-24,Ronnies Rapp
Hipsway,1987-01-24,The Honeythief
Starship,1987-01-31,Nothing's Gonna Stop Us Now
REO Speedwagon,1987-01-31,That Ain't Love
Duran Duran,1987-01-31,Skin Trade
Eight Seconds,1987-01-31,Kiss You (When It's Dangerous)
Tina Turner,1987-02-07,What You Get Is What You See
Kool & The Gang,1987-02-07,Stone Love
The Robert Cray Band,1987-02-07,Smoking Gun
Rob Jungklas,1987-02-07,Make It Mean Something
Steve Winwood,1987-02-07,The Finer Things
Genesis,1987-02-14,"Tonight, Tonight, Tonight"
Sammy Hagar,1987-02-14,Winner Takes It All
Chris de Burgh,1987-02-14,The Lady In Red
Robbie Nevil,1987-02-14,Dominoes
Glenn Medeiros,1987-02-14,Nothing's Gonna Change My Love For You
Donna Allen,1987-02-14,Serious
The Bangles,1987-02-14,Walking Down Your Street
World Party,1987-02-14,Ship Of Fools (Save Me From Tomorrow)
Aretha Franklin & George Michael,1987-02-21,I Knew You Were Waiting (For Me)
Gregory Abbott,1987-02-21,I Got The Feelin' (It's Over)
The Barbusters (Joan Jett And The Blackhearts),1987-02-21,Light Of Day
Ratt,1987-02-21,Dance
The Pointer Sisters,1987-02-21,All I Know Is The Way I Feel
Mel & Kim,1987-02-21,Showing Out (Get Fresh At The Weekend)
Peter Wolf,1987-02-28,Come As You Are
Glass Tiger,1987-02-28,I Will Be There
Georgio,1987-02-28,Sexappeal
Patty Smyth,1987-02-28,Never Enough
Run-D.M.C.,1987-02-28,It's Tricky
Herb Alpert,1987-02-28,Keep Your Eye On Me
Simply Red,1987-02-28,The Right Thing
The Venetians,1987-02-28,So Much For Love
Prince,1987-03-07,Sign 'O' The Times
Paul Lekakis,1987-03-07,Boom Boom (Let's Go Back To My Room)
Boston,1987-03-07,Can'tcha Say (You Believe In Me)/Still In Love
Cutting Crew,1987-03-07,(I Just) Died In Your Arms
Jody Watley,1987-03-07,Looking For A New Love
Paul Simon,1987-03-07,The Boy In The Bubble
Kenny Loggins,1987-03-07,Meet Me Half Way
Tia,1987-03-07,Boy Toy
Poison,1987-03-14,Talk Dirty To Me
The Breakfast Club,1987-03-14,Right On Track
Psychedelic Furs,1987-03-14,Heartbreak Beat
Starpoint,1987-03-14,He Wants My Body
Luther Vandross with Gregory Hines,1987-03-14,There's Nothing Better Than Love
Samantha Fox,1987-03-14,"Do Ya, Do Ya (Wanna Please Me)"
Madonna,1987-03-21,La Isla Bonita
U2,1987-03-21,With or Without You
Beastie Boys,1987-03-21,Brass Monkey
Chicago,1987-03-21,If She Would Have Been Faithful. . .
Company B,1987-03-21,Fascinated
Julian Cope,1987-03-21,World Shut Your Mouth
Anita Baker,1987-03-21,Same Ole Love (365 Days A Year)
Bryan Adams,1987-03-28,Heat Of The Night
Lionel Richie,1987-03-28,Se La
Thompson Twins,1987-03-28,Get That Love
Night Ranger,1987-03-28,The Secret Of My Success
Smokey Robinson,1987-03-28,Just To See Her
Corey Hart,1987-03-28,Dancin' With My Mirror
Pseudo Echo,1987-03-28,Living In A Dream
The Georgia Satellites,1987-03-28,Battleship Chains
Huey Lewis & The News,1987-04-04,I Know What I Like
David Bowie,1987-04-04,Day-In Day-Out
Level 42,1987-04-04,Lessons In Love
Billy Joel featuring Ray Charles,1987-04-04,Baby Grand
The Gregg Allman Band,1987-04-04,I'm No Angel
Stabilizers,1987-04-04,One Simple Thing
Bon Jovi,1987-04-11,Wanted Dead Or Alive
Lisa Lisa And Cult Jam,1987-04-11,Head To Toe
Eddie Money,1987-04-11,Endless Nights
Frozen Ghost,1987-04-11,Should I See
Restless Heart,1987-04-11,I'll Still Be Loving You
The System,1987-04-11,Don't Disturb This Groove
The Other Ones,1987-04-18,We Are What We Are
Kool Moe Dee,1987-04-18,Go See The Doctor
Genesis,1987-04-25,In Too Deep
Journey,1987-04-25,Why Can't This Night Go On Forever
Tom Petty And The Heartbreakers,1987-04-25,Jammin' Me
Cameo,1987-04-25,Back And Forth
Cinderella,1987-04-25,Somebody Save Me
Dead Or Alive,1987-04-25,Something In My House
Partland Brothers,1987-05-02,Soul City
Duran Duran,1987-05-02,Meet El Presidente
Europe,1987-05-02,Rock The Night
Crowded House,1987-05-02,Something So Strong
Klymaxx,1987-05-02,I'd Still Say Yes
Jack Wagner,1987-05-09,Weatherman Says
REO Speedwagon,1987-05-09,Variety Tonight
Tina Turner,1987-05-09,Break Every Rule
The Truth,1987-05-09,Weapons Of Love
Debbie Gibson,1987-05-09,Only In My Dreams
Survivor,1987-05-09,Man Against The World
Whitney Houston,1987-05-16,I Wanna Dance With Somebody (Who Loves Me)
Jennifer Rush (Duet With Elton John),1987-05-16,Flames Of Paradise
The Nylons,1987-05-16,Kiss Him Goodbye
The Robert Cray Band,1987-05-16,Right Next Door (Because Of Me)
Tesla,1987-05-16,Little Suzi
Bob Seger,1987-05-23,"Shakedown (From ""Beverly Hills Cop II"")"
Janet Jackson,1987-05-23,The Pleasure Principle
Nona Hendryx,1987-05-23,Why Should I Cry?
Carly Simon,1987-05-23,Give Me All Night
Mondo Rock,1987-05-23,Primitive Love Rites
Peter Wolf,1987-05-23,Can't Get Started
Gloria Estefan & Miami Sound Machine,1987-05-30,Rhythm Is Gonna Get You
Motley Crue,1987-05-30,"Girls, Girls, Girls"
Robbie Nevil,1987-05-30,Wot's It To Ya
Prince,1987-05-30,If I Was Your Girlfriend
Steve Winwood,1987-05-30,Back In The High Life Again
Al Jarreau,1987-05-30,Moonlighting (Theme)
Dan Fogelberg,1987-05-30,She Don't Look Back
Club Nouveau,1987-05-30,Why You Treat Me So Bad
George Michael,1987-06-06,"I Want Your Sex (From ""Beverly Hills Cop II"")"
The Jets,1987-06-06,"Cross My Broken Heart (From ""Beverly Hills Cop II"")"
Cutting Crew,1987-06-06,One For The Mockingbird
Wang Chung,1987-06-06,"Hypnotize Me (From ""Innerspace"")"
Danny Wilson,1987-06-06,Mary's Prayer
Suzanne Vega,1987-06-06,Luka
U2,1987-06-13,I Still Haven't Found What I'm Looking For
Richard Marx,1987-06-13,Don't Mean Nothing
Cyndi Lauper,1987-06-13,Boy Blue
Poison,1987-06-13,I Want Action
4 By Four,1987-06-13,Want You For My Girlfriend
Whitesnake,1987-06-13,Still Of The Night
Patty Smyth,1987-06-13,Downtown Train
K.T.P.,1987-06-13,Certain Things Are Likely
Fleetwood Mac,1987-06-20,Seven Wonders
Sammy Hagar,1987-06-20,Give To Live
Tom Kimmel,1987-06-20,That's Freedom
Living In A Box,1987-06-20,Living In A Box
Jody Watley,1987-06-20,Still A Thrill
John Waite,1987-06-20,These Times Are Hard For Lovers
The Cure,1987-06-20,Why Can't I Be You?
Aretha Franklin,1987-06-20,Rock-A-Lott
INXS & Jimmy Barnes,1987-06-20,"Good Times (From ""The Lost Boys"")"
Starship,1987-06-27,It's Not Over ('til It's Over)
Freddie Jackson,1987-06-27,Jam Tonight
Jon Astley,1987-06-27,Jane's Getting Serious
Debbie Harry,1987-07-04,In Love With Love
ABC,1987-07-04,When Smokey Sings
Laura Branigan,1987-07-04,Shattered Glass
Night Ranger,1987-07-04,Hearts Away
Fat Boys & The Beach Boys,1987-07-11,Wipeout
Jellybean Featuring Elisa Fiorillo,1987-07-11,Who Found Who
LL Cool J,1987-07-11,I'm Bad
The Breakfast Club,1987-07-11,Kiss And Tell
Chicago,1987-07-11,Niagara Falls
Ana,1987-07-11,Shy Boys
Huey Lewis & The News,1987-07-18,Doing It All For My Baby
Bananarama,1987-07-18,"I Heard A Rumour (From ""Disorderlies"")"
Rod Stewart,1987-07-18,"Twistin' The Night Away (From ""Innerspace"")"
Smokey Robinson,1987-07-18,One Heartbeat
Hooters,1987-07-18,Johnny B
Kim Wilde,1987-07-18,Say You Really Want Me
Herb Alpert,1987-07-18,Making Love In The Rain
Grateful Dead,1987-07-25,Touch Of Grey
Thirty Eight Special,1987-07-25,"Back To Paradise (From ""Revenge Of The Nerds II"")"
Alexander O'Neal,1987-07-25,Fake
Natalie Cole,1987-07-25,Jump Start
Depeche Mode,1987-07-25,Strangelove
Whitney Houston,1987-08-01,Didn't We Almost Have It All
Prince,1987-08-01,U Got The Look
Lisa Lisa And Cult Jam,1987-08-01,Lost In Emotion
Glenn Medeiros,1987-08-01,Watching Over You
Curiosity Killed The Cat,1987-08-01,Misfit
Go West,1987-08-01,Don't Look Down - The Sequel
The Cover Girls,1987-08-01,Spring Love
Michael Jackson With Siedah Garrett,1987-08-08,I Just Can't Stop Loving You
David Bowie,1987-08-08,Never Let Me Down
The Pointer Sisters,1987-08-08,"Be There (From ""Beverly Hills Cop II"")"
Level 42,1987-08-08,Running In The Family
Crowded House,1987-08-08,World Where You Live
The Silencers,1987-08-08,Painted Moon
John Mellencamp,1987-08-15,Paper In Fire
Heart,1987-08-15,Who Will You Run To
Atlantic Starr,1987-08-15,One Lover At A Time
Levert,1987-08-15,Casanova
Swing Out Sister,1987-08-15,Breakout
Pepsi & Shirlie,1987-08-15,Heartache
Mr. Mister,1987-08-22,Something Real (Inside Me/Inside You)
Noel,1987-08-22,Silent Morning
Donna Summer,1987-08-22,Dinner With Gershwin
Anita Baker,1987-08-22,No One In The World
Alisha,1987-08-22,Into My Secret
The Cars,1987-08-29,You Are The Girl
Fleetwood Mac,1987-08-29,Little Lies
Kenny G. (Vocal By Lenny Williams),1987-08-29,Don't Make Me Wait For Love
Ray Parker Jr.,1987-08-29,I Don't Think That Man Should Sleep Alone
Georgio,1987-08-29,Tina Cherry
Force M.D.'s,1987-08-29,Love Is A House
David Hallyday,1987-08-29,He's My Girl
Pet Shop Boys,1987-09-05,It's A Sin
Cutting Crew,1987-09-05,I've Been In Love Before
Michael Bolton,1987-09-05,That's What Love Is All About
Gloria Estefan & Miami Sound Machine,1987-09-05,Betcha Say That
Madonna,1987-09-12,Causing A Commotion
U2,1987-09-12,Where The Streets Have No Name
Mick Jagger,1987-09-12,Let's Work
Taja Sevelle,1987-09-12,Love Is Contagious
Wa Wa Nee,1987-09-12,Sugar Free
Suzanne Vega,1987-09-12,Solitude Standing
Newcity Rockers,1987-09-12,Rev It Up
Michael Jackson,1987-09-19,Bad
Squeeze,1987-09-19,Hourglass
R.E.M.,1987-09-19,The One I Love
Timothy B. Schmit,1987-09-19,Boys Night Out
Eddie Money,1987-09-19,We Should Be Sleeping
Richard Marx,1987-09-26,Should've Known Better
Belinda Carlisle,1987-09-26,Heaven Is A Place On Earth
Bill Medley & Jennifer Warnes,1987-09-26,(I've Had) The Time Of My Life
Starship,1987-09-26,Beat Patrol
Pretty Poison,1987-09-26,"Catch Me (I'm Falling) (From The Film ""Hiding Out"")"
John Waite,1987-09-26,Don't Lose Any Sleep
Glen Burtnick,1987-09-26,Follow You
KISS,1987-09-26,Crazy Crazy Nights
Bruce Springsteen,1987-10-03,Brilliant Disguise
Debbie Gibson,1987-10-03,Shake Your Love
Hooters,1987-10-03,Satellite
Aerosmith,1987-10-03,Dude (Looks Like A Lady)
Sting,1987-10-10,We'll Be Together
Def Leppard,1987-10-10,Animal
Stephanie Mills,1987-10-10,(You're Puttin') A Rush On Me
Pink Floyd,1987-10-10,Learning To Fly
Bourgeois Tagg,1987-10-10,I Don't Mind At All
Samantha Fox,1987-10-10,Nothing's Gonna Stop Me Now
Taylor Dayne,1987-10-10,Tell It To My Heart(Dub)
The Cure,1987-10-10,Just Like Heaven
Stevie Wonder,1987-10-17,Skeletons
The Jets,1987-10-17,I Do You
Kool & The Gang,1987-10-17,Special Way
Living In A Box,1987-10-17,So The Story Goes
Big Trouble,1987-10-17,Crazy World
The Kane Gang,1987-10-17,Motortown
George Michael,1987-10-24,Faith
George Harrison,1987-10-24,Got My Mind Set On You
John Mellencamp,1987-10-24,Cherry Bomb
Sammy Hagar,1987-10-24,Eagles Fly
Simon F,1987-10-24,American Dream
INXS,1987-10-24,Need You Tonight
New Order,1987-10-24,True Faith
Terence Trent D'Arby,1987-10-24,If You Let Me Stay
Whitney Houston,1987-10-31,So Emotional
Dionne & Kashif,1987-10-31,Reservations For Two
Beau Coup,1987-10-31,Sweet Rachel
Glenn Jones,1987-10-31,We've Only Just Begun (The Romance Is Not Over)
Men Without Hats,1987-10-31,Pop Goes The World
"Earth, Wind & Fire",1987-10-31,System Of Survival
Elton John,1987-11-07,Candle In The Wind
Heart,1987-11-07,There's The Girl
Jimmy Davis & Junction,1987-11-07,Kick The Wall
Shanice Wilson,1987-11-07,(Baby Tell Me) Can You Dance
Eric Carmen,1987-11-07,"Hungry Eyes (From ""Dirty Dancing"")"
Natalie Cole,1987-11-07,I Live For Your Love
Stryper,1987-11-07,Honestly
Paul Carrack,1987-11-14,Don't Shed A Tear
The Bangles,1987-11-14,Hazy Shade Of Winter
Prince,1987-11-14,I Could Never Take The Place Of Your Man
Millions Like Us,1987-11-14,Guaranteed For Life
Roger,1987-11-14,I Want To Be Your Man
Smokey Robinson,1987-11-14,What's Too Much
Lisa Lisa And Cult Jam Featuring Full Force,1987-11-14,Someone To Love Me For Me
The Cars,1987-11-14,Strap Me In
Alexander O'Neal,1987-11-14,Criticize
Michael Jackson,1987-11-21,The Way You Make Me Feel
Salt-N-Pepa,1987-11-21,Push It
Gloria Estefan & Miami Sound Machine,1987-11-21,Can't Stay Away From You
Martha Davis,1987-11-21,Don't Tell Me The Time
Deja,1987-11-21,You And Me Tonight
Expose,1987-11-28,Seasons Change
Fleetwood Mac,1987-11-28,Everywhere
Mick Jagger,1987-11-28,Throwaway
Tiffany,1987-11-28,Could've Been
Europe,1987-11-28,Cherokee
Tony Terry,1987-11-28,She's Fly
M/A/R/R/S,1987-11-28,Pump Up The Volume
Foreigner,1987-12-05,Say You Will
U2,1987-12-05,In God's Country
Georgio,1987-12-05,Lover's Lane
KISS,1987-12-05,Reason To Live
Pet Shop Boys & Dusty Springfield,1987-12-12,What Have I Done To Deserve This?
Dan Hill,1987-12-12,Never Thought (That I Could Love)
Buster Poindexter & His Banshees Of Blue,1987-12-12,Hot Hot Hot
Rick Astley,1987-12-19,Never Gonna Give You Up
Squeeze,1987-12-19,853-5937
Powersource (Solo...Sharon),1987-12-19,Dear Mr. Jesus
Patrick Swayze (Featuring Wendy Fraser),1987-12-19,She's Like The Wind
Yes,1987-12-19,Rhythm Of Love
Glenn Medeiros,1987-12-19,Lonely Won't Leave Me Alone
The Alarm,1987-12-19,Rain In The Summertime
Swing Out Sister,1987-12-19,Twilight World
Dokken,1987-12-19,Burning Like A Flame
Boy George,1987-12-26,"Live My Life (From The Film ""Hiding Out"")"
Depeche Mode,1987-12-26,Never Let Me Down Again
Gladys Knight And The Pips,1988-01-09,Love Overboard
George Michael,1988-01-16,Father Figure
